,対象,人物ID,氏名,読み,作品ID,作品名,副題,作品名読み,図書カードURL,テキストファイルURL,テキストファイルパス,備考,length
642,True,82,岡本 綺堂,おかもと きどう,1018,半七捕物帳,15 鷹のゆくえ,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1018.html,https://www.aozora.gr.jp/cards/000082/files/1018_ruby_2213.zip,./bunko/cards/000082/files/edit/1018_ruby_2213.txt,,637.0
643,True,82,岡本 綺堂,おかもと きどう,1020,半七捕物帳,16 津の国屋,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1020.html,https://www.aozora.gr.jp/cards/000082/files/1020_ruby_2277.zip,./bunko/cards/000082/files/edit/1020_ruby_2277.txt,,889.0
644,True,82,岡本 綺堂,おかもと きどう,997,半七捕物帳,17 三河万歳,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card997.html,https://www.aozora.gr.jp/cards/000082/files/997_ruby_2428.zip,./bunko/cards/000082/files/edit/997_ruby_2428.txt,,462.0
645,True,82,岡本 綺堂,おかもと きどう,1024,半七捕物帳,18 槍突き,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1024.html,https://www.aozora.gr.jp/cards/000082/files/1024_ruby_2235.zip,./bunko/cards/000082/files/edit/1024_ruby_2235.txt,,438.0
646,True,82,岡本 綺堂,おかもと きどう,1014,半七捕物帳,19 お照の父,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1014.html,https://www.aozora.gr.jp/cards/000082/files/1014_ruby_2327.zip,./bunko/cards/000082/files/edit/1014_ruby_2327.txt,,471.0
647,True,82,岡本 綺堂,おかもと きどう,999,半七捕物帳,20 向島の寮,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card999.html,https://www.aozora.gr.jp/cards/000082/files/999_ruby_2280.zip,./bunko/cards/000082/files/edit/999_ruby_2280.txt,,317.0
648,True,82,岡本 綺堂,おかもと きどう,1021,半七捕物帳,21 蝶合戦,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1021.html,https://www.aozora.gr.jp/cards/000082/files/1021_ruby_2359.zip,./bunko/cards/000082/files/edit/1021_ruby_2359.txt,,365.0
649,True,82,岡本 綺堂,おかもと きどう,976,半七捕物帳,22 筆屋の娘,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card976.html,https://www.aozora.gr.jp/cards/000082/files/976_ruby_2356.zip,./bunko/cards/000082/files/edit/976_ruby_2356.txt,,484.0
650,True,82,岡本 綺堂,おかもと きどう,1010,半七捕物帳,23 鬼娘,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1010.html,https://www.aozora.gr.jp/cards/000082/files/1010_ruby_1505.zip,./bunko/cards/000082/files/edit/1010_ruby_1505.txt,,461.0
651,True,82,岡本 綺堂,おかもと きどう,991,半七捕物帳,24 小女郎狐,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card991.html,https://www.aozora.gr.jp/cards/000082/files/991_ruby_2527.zip,./bunko/cards/000082/files/edit/991_ruby_2527.txt,,423.0
652,True,82,岡本 綺堂,おかもと きどう,990,半七捕物帳,25 狐と僧,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card990.html,https://www.aozora.gr.jp/cards/000082/files/990_ruby_2496.zip,./bunko/cards/000082/files/edit/990_ruby_2496.txt,,223.0
653,True,82,岡本 綺堂,おかもと きどう,1011,半七捕物帳,26 女行者,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1011.html,https://www.aozora.gr.jp/cards/000082/files/1011_ruby_1075.zip,./bunko/cards/000082/files/edit/1011_ruby_1075.txt,,417.0
654,True,82,岡本 綺堂,おかもと きどう,960,半七捕物帳,27 化け銀杏,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card960.html,https://www.aozora.gr.jp/cards/000082/files/960_ruby_2718.zip,./bunko/cards/000082/files/edit/960_ruby_2718.txt,,471.0
655,True,82,岡本 綺堂,おかもと きどう,1026,半七捕物帳,28 雪達磨,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1026.html,https://www.aozora.gr.jp/cards/000082/files/1026_ruby_4267.zip,./bunko/cards/000082/files/edit/1026_ruby_4267.txt,,271.0
656,True,82,岡本 綺堂,おかもと きどう,992,半七捕物帳,29 熊の死骸,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card992.html,https://www.aozora.gr.jp/cards/000082/files/992_ruby_4262.zip,./bunko/cards/000082/files/edit/992_ruby_4262.txt,,400.0
657,True,82,岡本 綺堂,おかもと きどう,1042,半七捕物帳,30 あま酒売,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1042.html,https://www.aozora.gr.jp/cards/000082/files/1042_ruby_4779.zip,./bunko/cards/000082/files/edit/1042_ruby_4779.txt,,422.0
658,True,82,岡本 綺堂,おかもと きどう,1056,半七捕物帳,31 張子の虎,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1056.html,https://www.aozora.gr.jp/cards/000082/files/1056_ruby_4784.zip,./bunko/cards/000082/files/edit/1056_ruby_4784.txt,,438.0
659,True,82,岡本 綺堂,おかもと きどう,1112,半七捕物帳,32 海坊主,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1112.html,https://www.aozora.gr.jp/cards/000082/files/1112_ruby_4595.zip,./bunko/cards/000082/files/edit/1112_ruby_4595.txt,,484.0
660,True,82,岡本 綺堂,おかもと きどう,1105,半七捕物帳,33 旅絵師,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1105.html,https://www.aozora.gr.jp/cards/000082/files/1105_ruby_4590.zip,./bunko/cards/000082/files/edit/1105_ruby_4590.txt,,379.0
661,True,82,岡本 綺堂,おかもと きどう,1089,半七捕物帳,34 雷獣と蛇,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1089.html,https://www.aozora.gr.jp/cards/000082/files/1089_ruby_4484.zip,./bunko/cards/000082/files/edit/1089_ruby_4484.txt,,328.0
662,True,82,岡本 綺堂,おかもと きどう,1118,半七捕物帳,35 半七先生,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1118.html,https://www.aozora.gr.jp/cards/000082/files/1118_ruby_4479.zip,./bunko/cards/000082/files/edit/1118_ruby_4479.txt,,420.0
663,True,82,岡本 綺堂,おかもと きどう,1297,半七捕物帳,36 冬の金魚,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1297.html,https://www.aozora.gr.jp/cards/000082/files/1297_ruby_4995.zip,./bunko/cards/000082/files/edit/1297_ruby_4995.txt,,463.0
664,True,82,岡本 綺堂,おかもと きどう,2416,半七捕物帳,37 松茸,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card2416.html,https://www.aozora.gr.jp/cards/000082/files/2416_ruby_5000.zip,./bunko/cards/000082/files/edit/2416_ruby_5000.txt,,478.0
665,True,82,岡本 綺堂,おかもと きどう,1082,半七捕物帳,38 人形使い,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1082.html,https://www.aozora.gr.jp/cards/000082/files/1082_ruby_4542.zip,./bunko/cards/000082/files/edit/1082_ruby_4542.txt,,429.0
666,True,82,岡本 綺堂,おかもと きどう,1099,半七捕物帳,39 少年少女の死,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1099.html,https://www.aozora.gr.jp/cards/000082/files/1099_ruby_4547.zip,./bunko/cards/000082/files/edit/1099_ruby_4547.txt,,289.0
667,True,82,岡本 綺堂,おかもと きどう,1065,半七捕物帳,40 異人の首,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1065.html,https://www.aozora.gr.jp/cards/000082/files/1065_ruby_4541.zip,./bunko/cards/000082/files/edit/1065_ruby_4541.txt,,450.0
668,True,82,岡本 綺堂,おかもと きどう,1062,半七捕物帳,41 一つ目小僧,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1062.html,https://www.aozora.gr.jp/cards/000082/files/1062_ruby_4536.zip,./bunko/cards/000082/files/edit/1062_ruby_4536.txt,,215.0
669,True,82,岡本 綺堂,おかもと きどう,996,半七捕物帳,42 仮面,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card996.html,https://www.aozora.gr.jp/cards/000082/files/996_ruby_1617.zip,./bunko/cards/000082/files/edit/996_ruby_1617.txt,,187.0
670,True,82,岡本 綺堂,おかもと きどう,482,半七捕物帳,43 柳原堤の女,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card482.html,https://www.aozora.gr.jp/cards/000082/files/482_ruby_2864.zip,./bunko/cards/000082/files/edit/482_ruby_2864.txt,,790.0
671,True,82,岡本 綺堂,おかもと きどう,1000,半七捕物帳,44 むらさき鯉,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1000.html,https://www.aozora.gr.jp/cards/000082/files/1000_ruby_2956.zip,./bunko/cards/000082/files/edit/1000_ruby_2956.txt,,396.0
672,True,82,岡本 綺堂,おかもと きどう,998,半七捕物帳,45 三つの声,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card998.html,https://www.aozora.gr.jp/cards/000082/files/998_ruby_1620.zip,./bunko/cards/000082/files/edit/998_ruby_1620.txt,,366.0
673,True,82,岡本 綺堂,おかもと きどう,958,半七捕物帳,46 十五夜御用心,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card958.html,https://www.aozora.gr.jp/cards/000082/files/958_ruby_1796.zip,./bunko/cards/000082/files/edit/958_ruby_1796.txt,,610.0
674,True,82,岡本 綺堂,おかもと きどう,988,半七捕物帳,47 金の蝋燭,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card988.html,https://www.aozora.gr.jp/cards/000082/files/988_ruby_2898.zip,./bunko/cards/000082/files/edit/988_ruby_2898.txt,,576.0
675,True,82,岡本 綺堂,おかもと きどう,1028,半七捕物帳,48 ズウフラ怪談,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1028.html,https://www.aozora.gr.jp/cards/000082/files/1028_ruby_2980.zip,./bunko/cards/000082/files/edit/1028_ruby_2980.txt,,481.0
676,True,82,岡本 綺堂,おかもと きどう,1013,半七捕物帳,49 大阪屋花鳥,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1013.html,https://www.aozora.gr.jp/cards/000082/files/1013_ruby_3068.zip,./bunko/cards/000082/files/edit/1013_ruby_3068.txt,,732.0
677,True,82,岡本 綺堂,おかもと きどう,1017,半七捕物帳,50 正雪の絵馬,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1017.html,https://www.aozora.gr.jp/cards/000082/files/1017_ruby_3404.zip,./bunko/cards/000082/files/edit/1017_ruby_3404.txt,,629.0
678,True,82,岡本 綺堂,おかもと きどう,1012,半七捕物帳,51 大森の鶏,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1012.html,https://www.aozora.gr.jp/cards/000082/files/1012_ruby_3191.zip,./bunko/cards/000082/files/edit/1012_ruby_3191.txt,,500.0
679,True,82,岡本 綺堂,おかもと きどう,483,半七捕物帳,52 妖狐伝,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card483.html,https://www.aozora.gr.jp/cards/000082/files/483_ruby_3277.zip,./bunko/cards/000082/files/edit/483_ruby_3277.txt,,660.0
680,True,82,岡本 綺堂,おかもと きどう,979,半七捕物帳,53 新カチカチ山,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card979.html,https://www.aozora.gr.jp/cards/000082/files/979_ruby_1633.zip,./bunko/cards/000082/files/edit/979_ruby_1633.txt,,651.0
681,True,82,岡本 綺堂,おかもと きどう,1019,半七捕物帳,54 唐人飴,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1019.html,https://www.aozora.gr.jp/cards/000082/files/1019_ruby_1662.zip,./bunko/cards/000082/files/edit/1019_ruby_1662.txt,,666.0
682,True,82,岡本 綺堂,おかもと きどう,981,半七捕物帳,55 かむろ蛇,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card981.html,https://www.aozora.gr.jp/cards/000082/files/981_ruby_5444.zip,./bunko/cards/000082/files/edit/981_ruby_5444.txt,,634.0
683,True,82,岡本 綺堂,おかもと きどう,977,半七捕物帳,56 河豚太鼓,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card977.html,https://www.aozora.gr.jp/cards/000082/files/977_ruby_1697.zip,./bunko/cards/000082/files/edit/977_ruby_1697.txt,,624.0
684,True,82,岡本 綺堂,おかもと きどう,1027,半七捕物帳,57 幽霊の観世物,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1027.html,https://www.aozora.gr.jp/cards/000082/files/1027_ruby_1680.zip,./bunko/cards/000082/files/edit/1027_ruby_1680.txt,,555.0
685,True,82,岡本 綺堂,おかもと きどう,987,半七捕物帳,58 菊人形の昔,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card987.html,https://www.aozora.gr.jp/cards/000082/files/987_ruby_1999.zip,./bunko/cards/000082/files/edit/987_ruby_1999.txt,,505.0
686,True,82,岡本 綺堂,おかもと きどう,982,半七捕物帳,59 蟹のお角,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card982.html,https://www.aozora.gr.jp/cards/000082/files/982_ruby_2019.zip,./bunko/cards/000082/files/edit/982_ruby_2019.txt,,577.0
687,True,82,岡本 綺堂,おかもと きどう,475,半七捕物帳,60 青山の仇討,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card475.html,https://www.aozora.gr.jp/cards/000082/files/475_ruby_1665.zip,./bunko/cards/000082/files/edit/475_ruby_1665.txt,,594.0
688,True,82,岡本 綺堂,おかもと きどう,989,半七捕物帳,61 吉良の脇指,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card989.html,https://www.aozora.gr.jp/cards/000082/files/989_ruby_1668.zip,./bunko/cards/000082/files/edit/989_ruby_1668.txt,,626.0
689,True,82,岡本 綺堂,おかもと きどう,972,半七捕物帳,62 歩兵の髪切り,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card972.html,https://www.aozora.gr.jp/cards/000082/files/972_ruby_2038.zip,./bunko/cards/000082/files/edit/972_ruby_2038.txt,,629.0
690,True,82,岡本 綺堂,おかもと きどう,985,半七捕物帳,63 川越次郎兵衛,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card985.html,https://www.aozora.gr.jp/cards/000082/files/985_ruby_3039.zip,./bunko/cards/000082/files/edit/985_ruby_3039.txt,,627.0
691,True,82,岡本 綺堂,おかもと きどう,994,半七捕物帳,64 廻り灯籠,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card994.html,https://www.aozora.gr.jp/cards/000082/files/994_ruby_2760.zip,./bunko/cards/000082/files/edit/994_ruby_2760.txt,,626.0
692,True,82,岡本 綺堂,おかもと きどう,1025,半七捕物帳,65 夜叉神堂,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1025.html,https://www.aozora.gr.jp/cards/000082/files/1025_ruby_1677.zip,./bunko/cards/000082/files/edit/1025_ruby_1677.txt,,311.0
693,True,82,岡本 綺堂,おかもと きどう,1296,半七捕物帳,66 地蔵は踊る,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1296.html,https://www.aozora.gr.jp/cards/000082/files/1296_ruby_1736.zip,./bunko/cards/000082/files/edit/1296_ruby_1736.txt,,588.0
694,True,82,岡本 綺堂,おかもと きどう,1022,半七捕物帳,67 薄雲の碁盤,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1022.html,https://www.aozora.gr.jp/cards/000082/files/1022_ruby_3253.zip,./bunko/cards/000082/files/edit/1022_ruby_3253.txt,,537.0
695,True,82,岡本 綺堂,おかもと きどう,1294,半七捕物帳,68 二人女房,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card1294.html,https://www.aozora.gr.jp/cards/000082/files/1294_ruby_5160.zip,./bunko/cards/000082/files/edit/1294_ruby_5160.txt,,649.0
696,True,82,岡本 綺堂,おかもと きどう,964,半七捕物帳,69 白蝶怪,はんしちとりものちょう,https://www.aozora.gr.jp/cards/000082/card964.html,https://www.aozora.gr.jp/cards/000082/files/964_ruby_3285.zip,./bunko/cards/000082/files/edit/964_ruby_3285.txt,,2343.0
697,True,82,岡本 綺堂,おかもと きどう,45617,番町皿屋敷,,ばんちょうさらやしき,https://www.aozora.gr.jp/cards/000082/card45617.html,https://www.aozora.gr.jp/cards/000082/files/45617_ruby_47851.zip,./bunko/cards/000082/files/edit/45617_ruby_47851.txt,,1079.0
698,True,82,岡本 綺堂,おかもと きどう,49682,飛騨の怪談,,ひだのかいだん,https://www.aozora.gr.jp/cards/000082/card49682.html,https://www.aozora.gr.jp/cards/000082/files/49682_ruby_51214.zip,./bunko/cards/000082/files/edit/49682_ruby_51214.txt,,3623.0
699,True,82,岡本 綺堂,おかもと きどう,43577,百物語,,ひゃくものがたり,https://www.aozora.gr.jp/cards/000082/card43577.html,https://www.aozora.gr.jp/cards/000082/files/43577_ruby_18791.zip,./bunko/cards/000082/files/edit/43577_ruby_18791.txt,,83.0
700,True,82,岡本 綺堂,おかもと きどう,56463,深川の老漁夫,,ふかがわのろうぎょふ,https://www.aozora.gr.jp/cards/000082/card56463.html,https://www.aozora.gr.jp/cards/000082/files/56463_ruby_69518.zip,./bunko/cards/000082/files/edit/56463_ruby_69518.txt,,105.0
701,True,82,岡本 綺堂,おかもと きどう,45491,深見夫人の死,,ふかみふじんのし,https://www.aozora.gr.jp/cards/000082/card45491.html,https://www.aozora.gr.jp/cards/000082/files/45491_ruby_70106.zip,./bunko/cards/000082/files/edit/45491_ruby_70106.txt,,751.0
702,True,82,岡本 綺堂,おかもと きどう,45511,平造とお鶴,,へいぞうとおつる,https://www.aozora.gr.jp/cards/000082/card45511.html,https://www.aozora.gr.jp/cards/000082/files/45511_ruby_23145.zip,./bunko/cards/000082/files/edit/45511_ruby_23145.txt,,91.0
703,True,82,岡本 綺堂,おかもと きどう,45495,マレー俳優の死,,マレーはいゆうのし,https://www.aozora.gr.jp/cards/000082/card45495.html,https://www.aozora.gr.jp/cards/000082/files/45495_ruby_24514.zip,./bunko/cards/000082/files/edit/45495_ruby_24514.txt,,125.0
704,True,82,岡本 綺堂,おかもと きどう,1304,三浦老人昔話,,みうらろうじんむかしばなし,https://www.aozora.gr.jp/cards/000082/card1304.html,https://www.aozora.gr.jp/cards/000082/files/1304_ruby_18787.zip,./bunko/cards/000082/files/edit/1304_ruby_18787.txt,,2641.0
705,True,82,岡本 綺堂,おかもと きどう,477,箕輪心中,,みのわしんじゅう,https://www.aozora.gr.jp/cards/000082/card477.html,https://www.aozora.gr.jp/cards/000082/files/477_ruby_33087.zip,./bunko/cards/000082/files/edit/477_ruby_33087.txt,,1273.0
706,True,82,岡本 綺堂,おかもと きどう,45492,雪女,,ゆきおんな,https://www.aozora.gr.jp/cards/000082/card45492.html,https://www.aozora.gr.jp/cards/000082/files/45492_ruby_24517.zip,./bunko/cards/000082/files/edit/45492_ruby_24517.txt,,301.0
707,True,82,岡本 綺堂,おかもと きどう,484,ゆず湯,,ゆずゆ,https://www.aozora.gr.jp/cards/000082/card484.html,https://www.aozora.gr.jp/cards/000082/files/484_ruby_3313.zip,./bunko/cards/000082/files/edit/484_ruby_3313.txt,,371.0
708,True,82,岡本 綺堂,おかもと きどう,43547,指輪一つ,,ゆびわひとつ,https://www.aozora.gr.jp/cards/000082/card43547.html,https://www.aozora.gr.jp/cards/000082/files/43547_ruby_18792.zip,./bunko/cards/000082/files/edit/43547_ruby_18792.txt,,267.0
709,True,82,岡本 綺堂,おかもと きどう,45493,夢のお七,,ゆめのおしち,https://www.aozora.gr.jp/cards/000082/card45493.html,https://www.aozora.gr.jp/cards/000082/files/45493_ruby_19315.zip,./bunko/cards/000082/files/edit/45493_ruby_19315.txt,,202.0
710,True,82,岡本 綺堂,おかもと きどう,43578,妖婆,,ようば,https://www.aozora.gr.jp/cards/000082/card43578.html,https://www.aozora.gr.jp/cards/000082/files/43578_ruby_18793.zip,./bunko/cards/000082/files/edit/43578_ruby_18793.txt,,253.0
711,True,82,岡本 綺堂,おかもと きどう,43548,離魂病,,りこんびょう,https://www.aozora.gr.jp/cards/000082/card43548.html,https://www.aozora.gr.jp/cards/000082/files/43548_ruby_18794.zip,./bunko/cards/000082/files/edit/43548_ruby_18794.txt,,213.0
712,True,82,岡本 綺堂,おかもと きどう,478,両国の秋,,りょうごくのあき,https://www.aozora.gr.jp/cards/000082/card478.html,https://www.aozora.gr.jp/cards/000082/files/478_ruby_33089.zip,./bunko/cards/000082/files/edit/478_ruby_33089.txt,,1811.0
713,True,82,岡本 綺堂,おかもと きどう,45494,鷲,,わし,https://www.aozora.gr.jp/cards/000082/card45494.html,https://www.aozora.gr.jp/cards/000082/files/45494_ruby_70108.zip,./bunko/cards/000082/files/edit/45494_ruby_70108.txt,,700.0
714,True,1475,小川 未明,おがわ みめい,53141,悪魔,,あくま,https://www.aozora.gr.jp/cards/001475/card53141.html,https://www.aozora.gr.jp/cards/001475/files/53141_ruby_72970.zip,./bunko/cards/001475/files/edit/53141_ruby_72970.txt,,317.0
715,True,1475,小川 未明,おがわ みめい,53143,越後の冬,,えちごのふゆ,https://www.aozora.gr.jp/cards/001475/card53143.html,https://www.aozora.gr.jp/cards/001475/files/53143_ruby_60168.zip,./bunko/cards/001475/files/edit/53143_ruby_60168.txt,,278.0
716,True,1475,小川 未明,おがわ みめい,53145,貸間を探がしたとき,,かしまをさがしたとき,https://www.aozora.gr.jp/cards/001475/card53145.html,https://www.aozora.gr.jp/cards/001475/files/53145_ruby_59501.zip,./bunko/cards/001475/files/edit/53145_ruby_59501.txt,,101.0
717,True,1475,小川 未明,おがわ みめい,53147,北の冬,,きたのふゆ,https://www.aozora.gr.jp/cards/001475/card53147.html,https://www.aozora.gr.jp/cards/001475/files/53147_ruby_63192.zip,./bunko/cards/001475/files/edit/53147_ruby_63192.txt,,191.0
718,True,1475,小川 未明,おがわ みめい,53148,櫛,,くし,https://www.aozora.gr.jp/cards/001475/card53148.html,https://www.aozora.gr.jp/cards/001475/files/53148_ruby_57444.zip,./bunko/cards/001475/files/edit/53148_ruby_57444.txt,,57.0
719,True,1475,小川 未明,おがわ みめい,53149,暗い空,,くらいそら,https://www.aozora.gr.jp/cards/001475/card53149.html,https://www.aozora.gr.jp/cards/001475/files/53149_ruby_73160.zip,./bunko/cards/001475/files/edit/53149_ruby_73160.txt,,162.0
720,True,1475,小川 未明,おがわ みめい,53150,凍える女,,こごえるおんな,https://www.aozora.gr.jp/cards/001475/card53150.html,https://www.aozora.gr.jp/cards/001475/files/53150_ruby_60841.zip,./bunko/cards/001475/files/edit/53150_ruby_60841.txt,,302.0
721,True,1475,小川 未明,おがわ みめい,53152,過ぎた春の記憶,,すぎたはるのきおく,https://www.aozora.gr.jp/cards/001475/card53152.html,https://www.aozora.gr.jp/cards/001475/files/53152_ruby_57448.zip,./bunko/cards/001475/files/edit/53152_ruby_57448.txt,,199.0
722,True,1475,小川 未明,おがわ みめい,53155,点,,てん,https://www.aozora.gr.jp/cards/001475/card53155.html,https://www.aozora.gr.jp/cards/001475/files/53155_ruby_71427.zip,./bunko/cards/001475/files/edit/53155_ruby_71427.txt,,242.0
723,True,1475,小川 未明,おがわ みめい,53156,扉,,とびら,https://www.aozora.gr.jp/cards/001475/card53156.html,https://www.aozora.gr.jp/cards/001475/files/53156_ruby_73656.zip,,,
724,True,1475,小川 未明,おがわ みめい,53157,捕われ人,,とらわれびと,https://www.aozora.gr.jp/cards/001475/card53157.html,https://www.aozora.gr.jp/cards/001475/files/53157_ruby_72250.zip,./bunko/cards/001475/files/edit/53157_ruby_72250.txt,,141.0
725,True,1475,小川 未明,おがわ みめい,53158,日没の幻影,,にちぼつのげんえい,https://www.aozora.gr.jp/cards/001475/card53158.html,https://www.aozora.gr.jp/cards/001475/files/53158_ruby_65416.zip,./bunko/cards/001475/files/edit/53158_ruby_65416.txt,,230.0
726,True,1475,小川 未明,おがわ みめい,53159,抜髪,,ぬけがみ,https://www.aozora.gr.jp/cards/001475/card53159.html,https://www.aozora.gr.jp/cards/001475/files/53159_ruby_57453.zip,./bunko/cards/001475/files/edit/53159_ruby_57453.txt,,92.0
727,True,1475,小川 未明,おがわ みめい,53160,薔薇と巫女,,ばらとみこ,https://www.aozora.gr.jp/cards/001475/card53160.html,https://www.aozora.gr.jp/cards/001475/files/53160_ruby_70927.zip,./bunko/cards/001475/files/edit/53160_ruby_70927.txt,,263.0
728,True,1475,小川 未明,おがわ みめい,53161,不思議な鳥,,ふしぎなとり,https://www.aozora.gr.jp/cards/001475/card53161.html,https://www.aozora.gr.jp/cards/001475/files/53161_ruby_72270.zip,./bunko/cards/001475/files/edit/53161_ruby_72270.txt,,300.0
729,True,1475,小川 未明,おがわ みめい,53162,迷い路,,まよいみち,https://www.aozora.gr.jp/cards/001475/card53162.html,https://www.aozora.gr.jp/cards/001475/files/53162_ruby_60169.zip,./bunko/cards/001475/files/edit/53162_ruby_60169.txt,,108.0
730,True,1475,小川 未明,おがわ みめい,53163,森の暗き夜,,もりのくらきよる,https://www.aozora.gr.jp/cards/001475/card53163.html,https://www.aozora.gr.jp/cards/001475/files/53163_ruby_72971.zip,./bunko/cards/001475/files/edit/53163_ruby_72971.txt,,347.0
731,True,1475,小川 未明,おがわ みめい,53164,森の妖姫,,もりのようき,https://www.aozora.gr.jp/cards/001475/card53164.html,https://www.aozora.gr.jp/cards/001475/files/53164_ruby_67666.zip,./bunko/cards/001475/files/edit/53164_ruby_67666.txt,,66.0
732,True,1475,小川 未明,おがわ みめい,53166,百合の花,,ゆりのはな,https://www.aozora.gr.jp/cards/001475/card53166.html,https://www.aozora.gr.jp/cards/001475/files/53166_ruby_57458.zip,./bunko/cards/001475/files/edit/53166_ruby_57458.txt,,155.0
733,True,1475,小川 未明,おがわ みめい,53168,蝋人形,,ろうにんぎょう,https://www.aozora.gr.jp/cards/001475/card53168.html,https://www.aozora.gr.jp/cards/001475/files/53168_ruby_73163.zip,./bunko/cards/001475/files/edit/53168_ruby_73163.txt,,135.0
734,True,1475,小川 未明,おがわ みめい,53140,老婆,,ろうば,https://www.aozora.gr.jp/cards/001475/card53140.html,https://www.aozora.gr.jp/cards/001475/files/53140_ruby_59526.zip,./bunko/cards/001475/files/edit/53140_ruby_59526.txt,,169.0
735,True,241,小栗 風葉,おぐり ふうよう,53034,世間師,,せけんし,https://www.aozora.gr.jp/cards/000241/card53034.html,https://www.aozora.gr.jp/cards/000241/files/53034_ruby_42791.zip,./bunko/cards/000241/files/edit/53034_ruby_42791.txt,,535.0
736,True,241,小栗 風葉,おぐり ふうよう,46647,深川女房,,ふかがわにょうぼう,https://www.aozora.gr.jp/cards/000241/card46647.html,https://www.aozora.gr.jp/cards/000241/files/46647_ruby_25780.zip,./bunko/cards/000241/files/edit/46647_ruby_25780.txt,,652.0
737,True,125,小栗 虫太郎,おぐり むしたろう,43677,一週一夜物語,,いっしゅういちやものがたり,https://www.aozora.gr.jp/cards/000125/card43677.html,https://www.aozora.gr.jp/cards/000125/files/43677_ruby_32276.zip,,,
738,True,125,小栗 虫太郎,おぐり むしたろう,45231,オフェリヤ殺し,,オフェリヤごろし,https://www.aozora.gr.jp/cards/000125/card45231.html,https://www.aozora.gr.jp/cards/000125/files/45231_ruby_24950.zip,,,
739,True,125,小栗 虫太郎,おぐり むしたろう,43653,紅毛傾城,,こうもうけいせい,https://www.aozora.gr.jp/cards/000125/card43653.html,https://www.aozora.gr.jp/cards/000125/files/43653_ruby_17153.zip,./bunko/cards/000125/files/edit/43653_ruby_17153.txt,,520.0
